Order_ID,Order_Date,Customer_ID,Customer_Age,Customer_Segment,Region,Sales_Channel,Category,Product,Quantity,Unit_Price,Discount,Sales,Cost,Profit,Payment_Method
ORD00184,2025-04-23,CUST0149,49.0,Small Business,Central,Online,Clothing,Shirt,3,34.11,0.2,81.86,57.05,24.81,Credit Card
ORD00185,2025-05-15,CUST0285,39.0,Small Business,West,Online,Home & Kitchen,Storage Box,8,78.49,0.2,502.34,403.42,98.91,UPI
ORD00186,2025-10-10,CUST0278,32.0,Small Business,South,Distributor,Home & Kitchen,Coffee Maker,5,76.99,0.1,346.46,269.19,77.26,UPI
ORD00187,2025-07-10,CUST0229,46.0,Small Business,East,Distributor,Office Supplies,Folders,8,13.04,0.05,99.1,77.98,21.13,Bank Transfer
ORD00188,2025-09-18,CUST0010,21.0,Consumer,East,Retail Store,Furniture,Desk,1,156.07,0.1,140.46,102.19,38.27,UPI
ORD00189,2025-03-27,CUST0020,29.0,Corporate,South,Retail Store,Home & Kitchen,Lamp,9,44.44,0.15,339.97,205.57,134.4,Credit Card
ORD00190,2025-04-11,CUST0227,21.0,Small Business,South,Retail Store,Office Supplies,Pens,6,17.16,0.05,97.81,77.2,20.61,Bank Transfer
ORD00191,2025-07-21,CUST0004,62.0,Consumer,West,Online,Furniture,Meeting Table,6,896.74,0.15,4573.37,3241.67,1331.7,Bank Transfer
ORD00192,2025-09-11,CUST0211,35.0,Corporate,South,Distributor,Home & Kitchen,Lamp,10,28.43,0.1,255.87,142.31,113.56,UPI
ORD00193,2025-12-22,CUST0116,53.0,Consumer,East,Distributor,Home & Kitchen,Cookware Set,6,206.98,0.15,1055.6,647.8,407.8,Credit Card
ORD00194,2025-04-28,CUST0198,34.0,Consumer,Central,Distributor,Electronics,Monitor,9,510.62,0.1,4136.02,2406.96,1729.06,Bank Transfer
ORD00195,2025-03-02,CUST0254,20.0,Corporate,South,Distributor,Clothing,Jacket,10,161.0,0.15,1368.5,761.61,606.89,Cash
ORD00196,2025-02-04,CUST0074,22.0,Small Business,South,Online,Home & Kitchen,Blender,3,170.15,0.15,433.88,294.97,138.91,Cash
ORD00197,2025-08-19,CUST0174,18.0,Small Business,South,Retail Store,Home & Kitchen,Cookware Set,4,76.7,0.2,245.44,138.79,106.65,Credit Card
ORD00198,2025-02-05,CUST0220,41.0,Corporate,Central,Retail Store,Clothing,Shirt,4,35.15,0.0,140.6,88.04,52.56,Bank Transfer
ORD00199,2025-04-16,CUST0184,23.0,Consumer,North,Online,Office Supplies,Stapler,10,20.74,0.2,165.92,113.1,52.82,Bank Transfer
ORD00200,2025-07-15,CUST0143,44.0,Consumer,South,Distributor,Office Supplies,Stapler,9,17.39,0.15,133.03,107.77,25.26,Debit Card
ORD00201,2025-11-09,CUST0218,38.0,Corporate,Central,Online,Home & Kitchen,Coffee Maker,8,256.97,0.2,1644.61,1195.02,449.59,Debit Card
ORD00202,2025-06-10,CUST0289,21.0,Consumer,South,Online,Home & Kitchen,Blender,9,104.95,0.15,802.87,625.97,176.9,Debit Card
ORD00203,2025-06-18,CUST0005,51.0,Consumer,North,Online,Electronics,Headphones,10,91.4,0.05,868.3,578.05,290.25,Debit Card
ORD00204,2025-05-05,CUST0192,57.0,Small Business,West,Distributor,Furniture,Office Chair,2,367.61,0.05,698.46,470.76,227.7,Bank Transfer
ORD00205,2025-01-20,CUST0232,21.0,Small Business,South,Retail Store,Office Supplies,Notebook,7,5.42,0.15,32.25,17.89,14.36,Bank Transfer
ORD00206,2025-10-11,CUST0044,19.0,Consumer,South,Retail Store,Home & Kitchen,Cookware Set,9,224.12,0.02,1976.74,1270.63,706.11,Credit Card
ORD00207,2025-10-06,CUST0268,60.0,Small Business,North,Online,Electronics,Smartphone,6,697.81,0.1,3768.17,3053.76,714.41,UPI
ORD00208,2025-03-26,CUST0268,32.0,Small Business,North,Retail Store,Furniture,Cabinet,4,496.43,0.15,1687.86,1132.31,555.56,Debit Card
ORD00209,2025-02-09,CUST0246,25.0,Consumer,North,Distributor,Furniture,Bookshelf,2,196.19,0.05,372.76,236.54,136.22,Cash
ORD00210,2025-03-04,CUST0102,38.0,Small Business,Central,Retail Store,Office Supplies,Notebook,7,12.64,0.0,88.48,52.63,35.85,Cash
ORD00211,2025-05-11,CUST0133,37.0,Consumer,North,Retail Store,Furniture,Bookshelf,5,131.91,0.0,659.55,376.89,282.66,Debit Card
ORD00212,2025-05-14,CUST0213,28.0,Consumer,East,Distributor,Office Supplies,Folders,9,8.73,0.1,70.71,51.33,19.38,Debit Card
ORD00213,2025-06-05,CUST0041,50.0,Corporate,South,Distributor,Furniture,Bookshelf,10,361.54,0.15,3073.09,1808.0,1265.09,Cash
ORD00214,2025-09-30,CUST0272,47.0,Small Business,Central,Distributor,Office Supplies,Printer Paper,9,23.72,0.2,170.78,95.37,75.42,UPI
ORD00215,2025-02-16,CUST0294,25.0,Consumer,North,Retail Store,Furniture,Desk,8,354.7,0.1,2553.84,1758.11,795.73,UPI
ORD00216,2025-05-22,CUST0207,56.0,Consumer,West,Distributor,Home & Kitchen,Lamp,5,119.21,0.2,476.84,269.87,206.97,Credit Card
ORD00217,2025-04-01,CUST0035,55.0,Corporate,South,Online,Furniture,Bookshelf,7,370.3,0.05,2462.5,1717.82,744.67,Bank Transfer
ORD00218,2025-06-03,CUST0201,63.0,Small Business,North,Distributor,Office Supplies,Pens,9,9.61,0.2,69.19,52.14,17.05,UPI
ORD00219,2025-05-04,CUST0164,64.0,Small Business,North,Retail Store,Clothing,Shirt,9,98.63,0.05,843.29,513.54,329.74,Bank Transfer
ORD00220,2025-03-30,CUST0041,52.0,Consumer,East,Distributor,Electronics,Laptop,8,512.4,0.1,3689.28,2756.51,932.77,Credit Card
ORD00221,2025-12-27,CUST0016,39.0,Corporate,Central,Distributor,Clothing,Jacket,8,185.43,0.02,1453.77,1045.36,408.41,Credit Card
ORD00222,2025-03-05,CUST0201,38.0,Consumer,South,Online,Home & Kitchen,Blender,3,79.94,0.05,227.83,162.15,65.68,Cash
ORD00223,2025-08-04,CUST0047,40.0,Consumer,North,Retail Store,Home & Kitchen,Blender,1,133.69,0.02,131.02,87.43,43.58,Bank Transfer
ORD00224,2025-11-03,CUST0028,46.0,Consumer,West,Distributor,Electronics,Monitor,6,551.64,0.15,2813.36,1936.55,876.82,UPI
ORD00225,2025-07-13,CUST0214,58.0,Small Business,South,Distributor,Clothing,Shirt,6,61.58,0.1,332.53,219.43,113.1,Credit Card
ORD00226,2025-10-10,CUST0142,18.0,Corporate,East,Online,Electronics,Smartphone,6,561.85,0.02,3303.68,2238.91,1064.77,Credit Card
ORD00227,2025-07-08,CUST0245,25.0,Corporate,North,Online,Office Supplies,Folders,1,11.06,0.15,9.4,6.03,3.37,UPI
ORD00228,2025-12-10,CUST0183,58.0,Consumer,Central,Online,Electronics,Smartphone,9,493.49,0.0,4441.41,2856.76,1584.65,Credit Card
ORD00229,2025-11-29,CUST0109,57.0,Consumer,Central,Distributor,Electronics,Headphones,3,212.36,0.05,605.23,400.04,205.19,Bank Transfer
ORD00230,2025-09-07,CUST0175,44.0,Consumer,Central,Distributor,Clothing,Sneakers,10,83.31,0.1,749.79,424.43,325.36,Cash
ORD00231,2025-06-10,CUST0084,54.0,Corporate,West,Distributor,Clothing,Jeans,4,53.1,0.2,169.92,112.68,57.24,
ORD00232,2025-09-15,CUST0266,27.0,Consumer,Central,Distributor,Electronics,Laptop,3,904.24,0.0,2712.72,1926.81,785.91,Debit Card
ORD00233,2025-09-16,CUST0296,44.0,Corporate,West,Retail Store,Furniture,Bookshelf,9,372.25,0.1,3015.22,2089.85,925.38,Cash
ORD00234,2025-11-17,CUST0127,43.0,Small Business,Central,Online,Furniture,Office Chair,3,377.95,0.05,1077.16,827.44,249.72,Cash
ORD00235,2025-04-17,CUST0030,62.0,Small Business,South,Online,Electronics,Laptop,5,567.38,0.2,2269.52,1776.29,493.23,Credit Card
ORD00236,2025-06-05,CUST0118,58.0,Small Business,West,Retail Store,Clothing,Shirt,3,84.88,0.05,241.91,157.22,84.69,UPI
ORD00237,2025-06-05,CUST0148,21.0,Small Business,Central,Online,Clothing,Shirt,7,76.63,0.02,525.68,338.22,187.47,Cash
ORD00238,2025-05-06,CUST0204,55.0,Consumer,East,Retail Store,Office Supplies,Folders,2,11.79,0.1,21.22,16.5,4.73,Cash
ORD00239,2025-12-10,CUST0234,28.0,Small Business,East,Retail Store,Electronics,Keyboard,2,41.76,0.15,70.99,39.79,31.2,Cash
ORD00240,2025-05-02,CUST0134,59.0,Consumer,Central,Online,Office Supplies,Printer Paper,5,12.83,0.2,51.32,34.79,16.53,Bank Transfer
ORD00241,2025-03-18,CUST0165,34.0,Small Business,East,Retail Store,Clothing,Jeans,1,104.4,0.15,88.74,61.78,26.96,Cash
ORD00242,2025-12-09,CUST0021,59.0,Small Business,East,Online,Electronics,Laptop,6,1032.26,0.15,5264.53,3172.13,2092.39,Debit Card
ORD00243,2025-04-02,CUST0273,30.0,Small Business,Central,Distributor,Clothing,Jacket,3,133.66,0.0,400.98,242.98,158.0,Debit Card
ORD00244,2025-06-01,CUST0164,54.0,Small Business,South,Online,Office Supplies,Stapler,6,11.01,0.0,66.06,44.81,21.25,Cash
ORD00245,2025-02-16,CUST0184,38.0,Corporate,West,Distributor,Office Supplies,Pens,6,18.37,0.15,93.69,54.69,39.0,UPI
ORD00246,2025-05-27,CUST0203,53.0,Corporate,South,Online,Clothing,T-Shirt,6,54.47,0.0,326.82,229.41,97.41,UPI
ORD00247,2025-08-07,CUST0048,64.0,Small Business,South,Distributor,Electronics,Monitor,3,409.78,0.15,1044.94,844.45,200.49,Bank Transfer
ORD00248,2025-08-13,CUST0189,55.0,Small Business,East,Distributor,Electronics,Keyboard,1,20.41,0.0,20.41,11.4,9.01,UPI
ORD00249,2025-10-25,CUST0163,58.0,Corporate,Central,Retail Store,Furniture,Meeting Table,3,327.49,0.2,785.98,635.47,150.51,UPI
ORD00250,2025-05-15,CUST0037,53.0,Consumer,East,Online,Office Supplies,Printer Paper,1,21.92,0.2,17.54,13.15,4.39,Credit Card
ORD00251,2025-06-13,CUST0260,57.0,Corporate,East,Retail Store,Home & Kitchen,Storage Box,9,67.53,0.0,607.77,347.02,260.75,Credit Card
ORD00252,2025-03-02,CUST0234,55.0,Small Business,East,Online,Office Supplies,Pens,2,11.88,0.15,20.2,13.84,6.36,Debit Card
ORD00253,2025-07-03,CUST0055,56.0,Corporate,West,Distributor,Clothing,Shirt,10,35.89,0.15,305.06,244.32,60.74,UPI
ORD00254,2025-08-21,CUST0281,38.0,Consumer,Central,Online,Office Supplies,Folders,7,12.92,0.0,90.44,59.9,30.54,UPI
ORD00255,2025-02-21,CUST0022,31.0,Corporate,West,Retail Store,Electronics,Smartphone,8,785.86,0.2,5029.5,3883.2,1146.3,Debit Card
ORD00256,2025-01-12,CUST0079,51.0,Corporate,South,Online,Clothing,Sneakers,8,168.35,0.02,1319.86,992.71,327.15,UPI
ORD00257,2025-04-06,CUST0157,41.0,Small Business,North,Online,Electronics,Laptop,10,1011.13,0.02,9909.07,6360.64,3548.44,Debit Card
ORD00258,2025-06-11,CUST0198,32.0,Corporate,West,Online,Clothing,Jacket,3,174.01,0.0,522.03,346.65,175.38,UPI
ORD00259,2025-11-12,CUST0101,27.0,Consumer,East,Online,Clothing,Jacket,10,63.39,0.02,621.22,488.52,132.7,Cash
ORD00260,2025-04-04,CUST0298,37.0,Consumer,North,Distributor,Electronics,Keyboard,4,36.85,0.0,147.4,106.71,40.69,UPI
ORD00261,2025-02-10,CUST0013,35.0,Small Business,East,Online,Electronics,Headphones,7,164.61,0.1,1037.04,585.03,452.01,UPI
ORD00262,2025-11-25,CUST0237,39.0,Corporate,East,Online,Furniture,Meeting Table,2,1039.96,0.0,2079.92,1567.4,512.52,Credit Card
ORD00263,2025-10-01,CUST0065,61.0,Corporate,East,Online,Furniture,Office Chair,7,154.64,0.1,974.23,715.27,258.96,Bank Transfer
ORD00264,2025-11-09,CUST0046,27.0,Corporate,North,Distributor,Clothing,Sneakers,3,80.24,0.15,204.61,158.69,45.92,Cash
ORD00265,2025-12-03,CUST0102,27.0,Corporate,West,Online,Home & Kitchen,Storage Box,2,73.77,0.2,118.03,88.38,29.65,UPI
ORD00266,2025-06-20,CUST0175,43.0,Corporate,North,Distributor,Electronics,Keyboard,8,97.37,0.15,662.12,502.53,159.58,Credit Card
ORD00267,2025-06-19,CUST0224,47.0,Small Business,East,Retail Store,Electronics,Keyboard,6,146.88,0.15,749.09,448.76,300.33,Credit Card
ORD00268,2025-11-09,CUST0160,53.0,Small Business,West,Distributor,Home & Kitchen,Blender,10,148.24,0.1,1334.16,1050.52,283.64,Cash
ORD00269,2025-08-02,CUST0205,46.0,Small Business,East,Online,Office Supplies,Notebook,8,10.27,0.15,69.84,43.06,26.78,Credit Card
ORD00270,2025-04-29,CUST0059,28.0,Corporate,Central,Retail Store,Clothing,Shirt,10,29.34,0.0,293.4,190.34,103.06,Bank Transfer
ORD00271,2025-01-25,CUST0068,62.0,Small Business,South,Distributor,Furniture,Cabinet,9,409.87,0.02,3615.05,2946.44,668.62,UPI
ORD00272,2025-04-12,CUST0241,64.0,Consumer,West,Retail Store,Clothing,Jacket,1,88.99,0.1,80.09,45.4,34.7,Credit Card
ORD00273,2025-09-05,CUST0061,55.0,Corporate,North,Retail Store,Furniture,Meeting Table,9,747.58,0.05,6391.81,3932.95,2458.86,UPI
ORD00274,2025-03-03,CUST0006,27.0,Corporate,South,Distributor,Furniture,Meeting Table,6,1166.08,0.2,5597.18,3144.79,2452.39,Cash
ORD00275,2025-08-28,CUST0068,28.0,Consumer,East,Retail Store,Home & Kitchen,Cookware Set,1,229.53,0.0,229.53,132.99,96.54,Bank Transfer
ORD00276,2025-11-28,CUST0154,42.0,Consumer,East,Distributor,Office Supplies,Stapler,10,24.9,0.2,199.2,119.03,80.17,Debit Card
ORD00277,2025-04-17,CUST0141,33.0,Consumer,East,Retail Store,Clothing,Shirt,2,84.44,0.0,168.88,127.42,41.46,Debit Card
ORD00278,2025-02-08,CUST0044,37.0,Small Business,North,Retail Store,Furniture,Cabinet,1,223.67,0.05,212.49,165.93,46.55,Debit Card
ORD00279,2025-06-05,CUST0055,60.0,Small Business,South,Retail Store,Electronics,Headphones,5,32.44,0.1,145.98,92.97,53.01,Cash
ORD00280,2025-05-21,CUST0155,53.0,Corporate,Central,Retail Store,Office Supplies,Folders,3,7.18,0.1,19.39,12.74,6.64,Credit Card
ORD00281,2025-11-23,CUST0099,37.0,Small Business,North,Online,Furniture,Bookshelf,9,238.3,0.15,1823.0,1018.7,804.29,Bank Transfer
ORD00282,2025-06-22,CUST0114,37.0,Consumer,West,Distributor,Electronics,Monitor,1,274.0,0.02,268.52,177.82,90.7,Cash
ORD00283,2025-12-09,CUST0193,28.0,Small Business,South,Online,Electronics,Smartphone,4,1077.36,0.1,3878.5,2372.66,1505.84,Credit Card
ORD00284,2025-03-09,CUST0109,38.0,Small Business,Central,Retail Store,Electronics,Smartphone,9,879.55,0.15,6728.56,5226.13,1502.43,UPI
ORD00285,2025-05-12,CUST0112,62.0,Small Business,South,Online,Clothing,Jeans,5,110.33,0.2,441.32,277.96,163.36,Cash
ORD00286,2025-07-14,CUST0004,53.0,Small Business,East,Online,Clothing,T-Shirt,10,31.4,0.05,298.3,226.17,72.13,Debit Card
ORD00287,2025-09-05,CUST0169,62.0,Small Business,West,Distributor,Office Supplies,Printer Paper,7,26.9,0.15,160.05,93.56,66.5,Cash
ORD00288,2025-12-23,CUST0179,57.0,Corporate,North,Online,Electronics,Headphones,6,142.47,0.2,683.86,456.9,226.96,Cash
ORD00289,2025-08-27,CUST0025,30.0,Consumer,North,Retail Store,Clothing,Shirt,3,48.26,0.1,130.3,103.19,27.11,Debit Card
ORD00290,2025-02-08,CUST0202,38.0,Corporate,Central,Distributor,Office Supplies,Pens,6,5.27,0.1,28.46,18.84,9.62,Credit Card
ORD00291,2025-05-19,CUST0102,34.0,Corporate,South,Distributor,Office Supplies,Printer Paper,9,24.52,0.0,220.68,163.94,56.74,Bank Transfer
ORD00292,2025-03-22,CUST0198,41.0,Small Business,North,Distributor,Electronics,Laptop,3,1208.49,0.1,3262.92,2423.92,839.0,Debit Card
ORD00293,2025-09-08,CUST0245,26.0,Consumer,North,Retail Store,Electronics,Smartphone,9,928.98,0.0,8360.82,5356.07,3004.75,Cash
ORD00294,2025-12-03,CUST0043,32.0,Corporate,East,Retail Store,Office Supplies,Notebook,7,11.41,0.0,79.87,44.27,35.6,Bank Transfer
ORD00295,2025-09-27,CUST0168,21.0,Consumer,South,Online,Clothing,Jacket,10,51.71,0.0,517.1,398.49,118.61,UPI
ORD00296,2025-08-28,CUST0148,29.0,Small Business,East,Distributor,Office Supplies,Folders,6,11.58,0.15,59.06,46.28,12.78,UPI
ORD00297,2025-11-09,CUST0083,31.0,Small Business,Central,Retail Store,Clothing,Shirt,8,46.75,0.2,299.2,231.84,67.36,UPI
ORD00298,2025-04-23,CUST0097,28.0,Corporate,West,Distributor,Office Supplies,Printer Paper,8,11.19,0.1,80.57,53.27,27.3,Cash
ORD00299,2025-02-28,CUST0047,58.0,Corporate,North,Retail Store,Home & Kitchen,Blender,5,162.92,0.2,651.68,416.92,234.76,UPI
ORD00300,2025-08-03,CUST0202,46.0,Corporate,East,Online,Clothing,T-Shirt,6,43.88,0.2,210.62,134.34,76.28,Bank Transfer
ORD00301,2025-11-18,CUST0219,45.0,Consumer,north,Online,Electronics,Laptop,10,511.48,0.0,5114.8,3075.27,2039.53,Credit Card
ORD00302,2025-04-08,CUST0154,33.0,Small Business,North,Retail Store,Electronics,Keyboard,3,29.63,0.02,87.11,64.14,22.98,Debit Card
ORD00303,2025-02-10,CUST0290,37.0,Small Business,West,Distributor,Office Supplies,Pens,6,3.36,0.1,18.14,12.69,5.45,UPI
ORD00304,2025-08-21,CUST0266,19.0,Small Business,East,Online,Office Supplies,Pens,1,14.17,0.2,11.34,6.59,4.74,Cash
ORD00305,2025-09-05,CUST0068,47.0,Corporate,West,Online,Home & Kitchen,Lamp,5,115.75,0.05,549.81,362.99,186.83,Credit Card
ORD00306,2025-03-14,CUST0054,59.0,Corporate,Central,Retail Store,Electronics,Laptop,1,950.25,0.02,931.24,514.28,416.97,Credit Card
ORD00307,2025-09-28,CUST0273,26.0,Consumer,West,Retail Store,Furniture,Bookshelf,5,364.82,0.0,1824.1,1493.92,330.18,UPI
ORD00308,2025-06-17,CUST0225,40.0,Consumer,North,Distributor,Office Supplies,Notebook,2,11.05,0.1,19.89,11.1,8.79,Bank Transfer
ORD00309,2025-03-02,CUST0138,50.0,Small Business,South,Retail Store,Electronics,Headphones,2,50.83,0.05,96.58,62.82,33.75,UPI
ORD00310,2025-12-24,CUST0073,44.0,Small Business,North,Retail Store,Furniture,Bookshelf,8,237.92,0.2,1522.69,990.05,532.64,UPI
ORD00311,2025-10-11,CUST0258,54.0,Corporate,North,Retail Store,Home & Kitchen,Lamp,1,89.98,0.1,80.98,61.76,19.23,Credit Card
ORD00312,2025-06-17,CUST0063,60.0,Corporate,West,Distributor,Home & Kitchen,Coffee Maker,6,112.1,0.02,659.15,373.92,285.23,Cash
ORD00313,2025-09-13,CUST0003,41.0,Small Business,Central,Distributor,Office Supplies,Printer Paper,4,5.55,0.2,17.76,11.12,6.64,Bank Transfer
ORD00314,2025-05-13,CUST0109,45.0,Corporate,North,Retail Store,Furniture,Office Chair,6,204.09,0.15,1040.86,820.26,220.6,Cash
ORD00315,2025-07-15,CUST0052,59.0,Small Business,West,Online,Clothing,Jacket,5,66.56,0.0,332.8,249.76,83.04,Credit Card
ORD00316,2025-02-05,CUST0213,59.0,Consumer,South,Distributor,Electronics,Headphones,7,113.1,0.15,672.94,412.23,260.71,Debit Card
ORD00317,2025-04-28,CUST0214,40.0,Corporate,Central,Distributor,Home & Kitchen,Blender,3,50.87,0.2,122.09,82.37,39.72,Credit Card
ORD00318,2025-06-09,CUST0085,40.0,Small Business,West,Online,Electronics,Headphones,7,153.98,0.15,916.18,687.11,229.07,Cash
ORD00319,2025-05-30,CUST0122,34.0,Corporate,North,Retail Store,Furniture,Meeting Table,2,959.16,0.2,1534.66,1209.38,325.27,UPI
ORD00320,2025-08-22,CUST0152,31.0,Small Business,West,Retail Store,Furniture,Cabinet,2,391.07,0.0,782.14,476.54,305.6,UPI
ORD00321,2025-01-19,CUST0141,57.0,Corporate,East,Online,Office Supplies,Folders,1,10.05,0.2,8.04,4.86,3.18,Debit Card
ORD00322,2025-11-16,CUST0282,56.0,Consumer,Central,Online,Electronics,Smartphone,1,222.14,0.15,188.82,114.37,74.45,Debit Card
ORD00323,2025-07-12,CUST0207,34.0,Corporate,North,Online,Electronics,Monitor,1,241.94,0.15,205.65,150.49,55.16,UPI
ORD00324,2025-05-24,CUST0086,45.0,Corporate,North,Online,Home & Kitchen,Storage Box,10,25.53,0.1,229.77,155.22,74.55,Credit Card
ORD00325,2025-07-18,CUST0139,36.0,Small Business,Central,Online,Electronics,Monitor,6,207.32,0.0,1243.92,980.57,263.35,Debit Card
ORD00326,2025-08-12,CUST0049,57.0,Small Business,West,Distributor,Home & Kitchen,Blender,3,152.5,0.02,448.35,254.65,193.7,Bank Transfer
ORD00327,2025-08-09,CUST0206,46.0,Corporate,East,Distributor,Home & Kitchen,Coffee Maker,6,143.87,0.1,776.9,441.98,334.92,UPI
ORD00328,2025-05-02,CUST0049,47.0,Small Business,East,Retail Store,Office Supplies,Stapler,4,14.28,0.05,54.26,39.54,14.72,UPI
ORD00329,2025-07-26,CUST0209,54.0,Consumer,North,Retail Store,Electronics,Keyboard,2,102.16,0.15,173.67,133.17,40.5,Cash
ORD00330,2025-09-22,CUST0277,46.0,Corporate,West,Online,Office Supplies,Folders,7,6.52,0.1,41.08,25.46,15.62,Debit Card
ORD00331,2025-03-03,CUST0104,30.0,Corporate,South,Retail Store,Furniture,Cabinet,5,526.29,0.2,2105.16,1377.36,727.8,UPI
ORD00332,2025-08-10,CUST0218,61.0,Corporate,West,Distributor,Office Supplies,Notebook,2,5.9,0.2,9.44,6.61,2.83,UPI
ORD00333,2025-11-14,CUST0222,55.0,Corporate,North,Distributor,Furniture,Desk,10,398.82,0.02,3908.44,2821.6,1086.84,Credit Card
ORD00334,2025-04-20,CUST0207,53.0,Small Business,Central,Distributor,Home & Kitchen,Blender,5,114.02,0.02,558.7,424.46,134.24,Debit Card
ORD00335,2025-06-10,CUST0079,54.0,Consumer,West,Online,Clothing,Shirt,4,83.02,0.1,298.87,236.07,62.8,Cash
ORD00336,2025-08-05,CUST0264,46.0,Small Business,East,Retail Store,Home & Kitchen,Cookware Set,2,57.8,0.2,92.48,53.22,39.26,Cash
ORD00337,2025-10-03,CUST0163,48.0,Small Business,West,Online,Office Supplies,Notebook,6,9.92,0.05,56.54,44.2,12.35,UPI
ORD00338,2025-07-06,CUST0166,28.0,Small Business,Central,Online,Home & Kitchen,Storage Box,4,19.11,0.05,72.62,44.49,28.13,Bank Transfer
ORD00339,2025-12-21,CUST0068,38.0,Consumer,East,Retail Store,Furniture,Office Chair,7,404.92,0.05,2692.72,1764.97,927.75,Cash
ORD00340,2025-03-02,CUST0110,37.0,Consumer,East,Distributor,Home & Kitchen,Storage Box,2,62.97,0.02,123.42,98.81,24.61,UPI
ORD00341,2025-05-29,CUST0014,21.0,Corporate,West,Retail Store,Furniture,Cabinet,5,363.84,0.05,1728.24,1284.22,444.02,Credit Card
ORD00342,2025-07-29,CUST0182,61.0,Consumer,East,Distributor,Office Supplies,Pens,7,16.99,0.2,95.14,70.08,25.07,Cash
ORD00343,2025-07-12,CUST0142,39.0,Corporate,West,Distributor,Furniture,Bookshelf,7,319.29,0.1,2011.53,1352.32,659.21,Debit Card
ORD00344,2025-02-12,CUST0293,37.0,Corporate,West,Retail Store,Furniture,Cabinet,1,442.7,0.05,420.56,276.95,143.62,UPI
ORD00345,2025-12-30,CUST0128,37.0,Corporate,East,Retail Store,Electronics,Smartphone,10,1121.31,0.05,10652.44,6102.07,4550.38,Cash
ORD00346,2025-08-27,CUST0293,40.0,Consumer,East,Distributor,Clothing,Shirt,7,43.47,0.15,258.65,156.26,102.39,Credit Card
ORD00347,2025-09-21,CUST0268,63.0,Corporate,Central,Distributor,Furniture,Office Chair,7,349.05,0.0,2443.35,1631.07,812.28,Bank Transfer
ORD00348,2025-01-11,CUST0276,24.0,Corporate,South,Retail Store,Electronics,Laptop,3,1352.55,0.2,3246.12,1986.39,1259.73,Bank Transfer
ORD00349,2025-10-20,CUST0093,57.0,Small Business,North,Retail Store,Furniture,Desk,5,198.63,0.1,893.84,643.79,250.04,UPI
ORD00350,2025-05-05,CUST0166,43.0,Consumer,Central,Distributor,Clothing,Jeans,1,53.08,0.1,47.77,36.29,11.48,Bank Transfer
ORD00351,2025-09-23,CUST0106,40.0,Corporate,East,Online,Furniture,Bookshelf,5,260.29,0.2,1041.16,701.83,339.33,Credit Card
ORD00352,2025-04-16,CUST0082,49.0,Consumer,Central,Retail Store,Home & Kitchen,Coffee Maker,9,164.61,0.02,1451.86,875.03,576.83,Credit Card
ORD00353,2025-11-23,CUST0229,35.0,Small Business,North,Distributor,Home & Kitchen,Blender,6,108.96,0.05,621.07,469.44,151.63,Bank Transfer
ORD00354,2025-04-05,CUST0191,25.0,Small Business,West,Online,Office Supplies,Folders,10,12.85,0.2,102.8,74.91,27.89,Credit Card
ORD00355,2025-09-03,CUST0072,49.0,Corporate,South,Retail Store,Clothing,Sneakers,3,79.01,0.15,201.48,163.57,37.9,Cash
ORD00356,2025-10-14,CUST0287,22.0,Small Business,Central,Online,Electronics,Monitor,1,572.5,0.05,543.88,302.84,241.04,Bank Transfer
ORD00357,2025-01-13,CUST0205,59.0,Small Business,Central,Online,Home & Kitchen,Coffee Maker,6,180.49,0.1,974.65,701.14,273.51,Debit Card
ORD00358,2025-11-24,CUST0269,62.0,Small Business,South,Retail Store,Electronics,Keyboard,1,79.58,0.02,77.99,59.44,18.55,UPI
ORD00359,2025-09-03,CUST0094,34.0,Small Business,South,Retail Store,Home & Kitchen,Blender,7,148.15,0.02,1016.31,668.15,348.16,Cash
ORD00360,2025-04-26,CUST0137,61.0,Corporate,North,Distributor,Furniture,Meeting Table,5,906.96,0.0,4534.8,3261.01,1273.79,Cash
ORD00361,2025-10-15,CUST0155,62.0,Consumer,West,Online,Electronics,Keyboard,2,23.25,0.0,46.5,27.95,18.55,Credit Card
ORD00362,2025-05-19,CUST0056,34.0,Small Business,East,Retail Store,Clothing,T-Shirt,10,42.48,0.2,339.84,249.07,90.77,Credit Card
ORD00363,2025-07-19,CUST0149,52.0,Consumer,North,Distributor,Furniture,Meeting Table,3,974.48,0.2,2338.75,1471.03,867.73,UPI
ORD00364,2025-09-30,CUST0244,45.0,Corporate,East,Retail Store,Office Supplies,Printer Paper,3,21.7,0.1,58.59,47.21,11.38,Debit Card
ORD00365,2025-09-26,CUST0188,49.0,Corporate,West,Online,Clothing,Jeans,4,112.16,0.02,439.67,283.0,156.67,Credit Card
ORD00366,2025-10-11,CUST0208,35.0,Corporate,North,Distributor,Office Supplies,Printer Paper,8,11.95,0.05,90.82,74.1,16.72,Credit Card
ORD00367,2025-10-14,CUST0118,51.0,Consumer,Central,Retail Store,Furniture,Cabinet,9,199.25,0.1,1613.92,889.85,724.08,UPI
ORD00368,2025-07-30,CUST0271,20.0,Consumer,East,Distributor,Furniture,Office Chair,8,400.47,0.02,3139.68,1773.96,1365.72,Debit Card
ORD00369,2025-12-17,CUST0158,21.0,Small Business,South,Retail Store,Office Supplies,Stapler,10,22.3,0.02,218.54,131.44,87.1,Credit Card
